property_id,city,property_type,area_sqft,bedrooms,bathrooms,property_age,distance_to_metro_km,crime_index,school_rating,parking_spaces,furnished,listing_date,price,sold,market_segment
26135,Nashik,Villa,562,1,4,25,10.1,5.62,3.1,2,Yes,2022-04-10,500000,1,Budget
26136,Chennai,Villa,1320,5,5,5,7.87,99.45,6.0,3,No,2025-01-25,2380557,0,Budget
26137,Bengaluru,Independent House,1981,6,2,8,10.6,32.45,1.3,1,Yes,2024-01-18,1937727,0,Budget
26138,Ahmedabad,Villa,1292,5,4,14,5.92,2.21,3.8,0,No,2024-02-11,1966763,0,Budget
26139,Delhi,Plot,1528,6,2,4,12.61,60.77,8.8,0,No,2024-02-10,2740571,0,Budget
26140,Delhi,Villa,460,6,1,25,9.37,45.29,2.4,2,No,2022-07-17,2167966,0,Budget
26141,Mumbai,Independent House,2273,7,5,13,17.3,29.43,9.3,3,No,2023-09-14,3047791,0,Budget
26142,Ahmedabad,Independent House,4295,5,2,34,1.26,19.82,1.2,0,No,2022-02-15,1625293,1,Budget
26143,Mumbai,Villa,2642,2,2,17,13.94,4.0,4.8,3,Yes,2024-02-11,2098969,0,Budget
26144,Mumbai,Villa,3926,5,5,4,4.19,12.61,8.5,2,No,2025-05-05,3541279,0,Budget
26145,Ahmedabad,Independent House,4294,5,1,31,15.32,39.42,7.4,1,No,2024-01-27,1598108,1,Budget
26146,Pune,Independent House,2071,4,3,12,18.01,95.09,6.9,0,Yes,2025-08-19,1521913,1,Budget
26147,Bengaluru,Apartment,1353,2,5,30,9.11,4.66,7.2,1,Yes,2024-05-30,1418650,1,Budget
26148,Pune,Plot,2772,2,5,12,7.08,15.14,2.1,1,No,2025-06-18,2393455,0,Budget
26149,Bengaluru,Plot,2310,6,4,1,10.77,83.62,6.1,2,Yes,2024-09-16,2820841,0,Budget
26150,Delhi,Apartment,3734,6,1,20,16.62,91.07,1.0,3,No,2023-05-24,1469451,1,Budget
26151,Chennai,Apartment,1187,5,1,25,8.77,19.83,1.3,3,Yes,2024-03-14,1635094,1,Budget
26152,Chennai,Plot,3277,7,1,10,13.5,14.45,6.0,0,No,2022-02-11,2584471,0,Budget
26153,Pune,Independent House,1003,3,4,32,19.61,4.41,9.7,2,No,2022-07-15,1648411,1,Budget
26154,Pune,Plot,4949,5,5,17,6.42,23.88,8.3,2,Yes,2024-07-16,3153667,0,Budget
26155,Pune,Independent House,2997,2,1,6,1.03,84.67,6.9,1,Yes,2022-09-27,1980674,0,Budget
26156,Nashik,Plot,3858,7,1,0,11.91,49.27,7.4,2,No,2024-01-19,2981402,0,Budget
26157,Hyderabad,Independent House,2096,7,1,7,1.56,18.66,8.6,3,No,2023-01-21,3586375,0,Budget
26158,Ahmedabad,Plot,3174,2,3,13,17.1,3.81,1.1,2,Yes,2025-11-01,829023,1,Budget
26159,Bengaluru,Apartment,2617,4,1,27,7.0,85.04,5.6,2,Yes,2022-10-12,1912304,0,Budget
26160,Chennai,Villa,4103,7,2,13,15.63,79.26,8.1,1,Yes,2022-09-11,3164747,0,Budget
26161,Bengaluru,Villa,765,1,3,33,12.72,7.67,2.7,0,No,2025-05-13,500000,1,Budget
26162,Pune,Villa,4159,5,3,12,11.54,77.9,5.2,3,Yes,2023-10-13,2179482,0,Budget
26163,Nashik,Independent House,3969,1,1,0,18.8,74.02,5.6,2,Yes,2025-03-28,1424523,1,Budget
26164,Pune,Villa,4930,6,4,2,3.08,98.66,8.2,1,Yes,2025-08-21,3320445,0,Budget
26165,Bengaluru,Plot,1789,5,5,33,13.78,9.64,1.8,3,No,2024-08-14,2833272,0,Budget
26166,Hyderabad,Villa,4719,4,4,14,13.21,25.92,2.7,0,No,2025-01-04,1304429,1,Budget
26167,Chennai,Independent House,3904,6,4,24,15.14,61.34,2.2,3,No,2025-09-09,2489367,0,Budget
26168,Hyderabad,Independent House,2300,1,5,5,4.19,27.91,8.8,1,No,2023-10-01,1397305,1,Budget
26169,Ahmedabad,Independent House,4072,3,3,22,5.5,8.72,3.8,2,Yes,2024-12-25,2215712,0,Budget
26170,Delhi,Plot,1268,5,3,5,0.45,61.2,9.4,3,No,2024-09-17,3294090,0,Budget
26171,Nashik,Independent House,4126,5,4,39,13.94,64.88,2.2,1,Yes,2023-05-03,1787502,1,Budget
26172,Hyderabad,Plot,4704,4,5,3,18.85,87.93,9.4,2,No,2022-05-14,2810448,0,Budget
26173,Nashik,Independent House,1450,5,3,9,8.96,18.28,7.1,2,No,2022-02-08,2849370,0,Budget
26174,Pune,Apartment,2872,4,1,37,9.23,31.74,7.2,3,No,2024-12-14,1772080,1,Budget
26175,Delhi,Independent House,2808,5,2,21,0.39,55.13,7.8,2,Yes,2024-02-05,2646896,0,Budget
26176,Bengaluru,Villa,2074,5,2,38,13.66,92.96,6.9,2,No,2022-02-27,912647,1,Budget
26177,Hyderabad,Villa,4586,6,5,24,6.76,53.63,9.8,1,Yes,2022-02-19,2676100,0,Budget
26178,Hyderabad,Apartment,2629,6,3,38,3.96,65.64,5.8,3,Yes,2024-08-11,1974669,0,Budget
26179,Mumbai,Independent House,2966,3,4,6,10.96,92.36,4.1,2,Yes,2023-11-23,2296779,0,Budget
26180,Chennai,Villa,4011,2,1,27,13.64,43.71,7.4,1,No,2023-09-16,1925510,0,Budget
26181,Bengaluru,Villa,3437,5,4,2,16.92,69.02,2.3,2,Yes,2023-01-11,2370939,0,Budget
26182,Hyderabad,Plot,1350,6,4,21,6.73,5.67,4.2,2,Yes,2024-03-01,2703032,0,Budget
26183,Hyderabad,Plot,4147,5,2,1,5.31,12.03,2.9,1,No,2025-12-24,2406206,0,Budget
26184,Bengaluru,Independent House,3074,1,5,1,13.99,38.72,1.3,3,Yes,2025-04-21,500000,1,Budget
26185,Delhi,Apartment,1102,4,2,37,16.8,80.77,4.6,0,No,2022-12-14,500000,1,Budget
26186,Nashik,Independent House,1689,5,5,4,1.43,81.47,8.6,3,No,2022-12-28,3025709,0,Budget
26187,Bengaluru,Plot,4366,3,2,4,12.59,6.49,9.3,3,No,2023-06-26,2897646,0,Budget
26188,Nashik,Plot,1338,6,4,34,19.34,12.91,5.6,3,No,2023-09-16,1939320,0,Budget
26189,Delhi,Independent House,2090,5,5,20,15.72,36.6,5.1,1,No,2022-11-16,2159740,0,Budget
26190,Delhi,Independent House,1701,6,4,24,1.36,21.63,9.4,3,Yes,2022-09-10,3267352,0,Budget
26191,Ahmedabad,Independent House,3067,4,5,27,0.63,15.4,5.7,2,No,2025-08-04,2656903,0,Budget
26192,Pune,Independent House,2903,5,2,13,9.55,6.66,3.5,3,No,2024-10-19,1341302,1,Budget
26193,Mumbai,Apartment,3945,1,2,15,11.2,52.84,1.3,3,No,2025-04-20,500000,1,Budget
26194,Delhi,Villa,3652,4,2,27,0.65,98.72,6.3,1,Yes,2025-08-18,2311263,0,Budget
26195,Ahmedabad,Independent House,2330,2,5,28,16.08,16.59,2.2,1,Yes,2022-02-15,1526784,1,Budget
26196,Ahmedabad,Villa,1678,1,3,35,13.23,32.26,8.3,3,Yes,2022-05-01,1607900,1,Budget
26197,Ahmedabad,Plot,3820,3,1,22,7.49,8.05,6.1,3,No,2023-07-25,2381216,0,Budget
26198,Delhi,Villa,756,6,5,9,18.82,67.32,7.3,3,Yes,2024-09-09,3156558,0,Budget
26199,Nashik,Independent House,522,4,5,27,17.29,29.96,6.6,2,Yes,2025-10-18,1779364,1,Budget
26200,Delhi,Villa,713,3,3,0,5.75,89.23,5.1,0,No,2025-04-09,1380308,1,Budget
26201,Bengaluru,Independent House,2718,5,2,38,13.11,15.47,8.9,1,No,2022-12-11,1526606,1,Budget
26202,Pune,Independent House,3149,1,4,5,14.9,30.74,4.3,3,Yes,2023-09-29,500000,1,Budget
26203,Pune,Plot,2504,7,1,10,18.99,27.2,3.2,2,Yes,2023-04-17,2754585,0,Budget
26204,Bengaluru,Independent House,1039,5,3,38,16.19,11.39,6.0,0,Yes,2023-10-16,2541636,0,Budget
26205,Hyderabad,Plot,3550,2,4,4,13.5,79.49,7.4,1,Yes,2023-12-26,1419217,1,Budget
26206,Delhi,Apartment,3977,6,4,22,18.38,70.97,5.8,0,No,2025-04-24,1993664,0,Budget
26207,Chennai,Independent House,1840,7,5,22,10.58,50.76,7.8,3,Yes,2024-03-04,3925153,0,Budget
26208,Mumbai,Plot,957,2,1,12,8.13,49.24,7.9,0,Yes,2022-03-11,635095,1,Budget
26209,Ahmedabad,Plot,4493,1,1,27,4.63,43.9,9.1,1,Yes,2024-02-08,1611197,1,Budget
26210,Delhi,Independent House,1265,2,1,38,4.12,94.6,1.8,2,No,2023-01-14,991959,1,Budget
26211,Pune,Villa,484,3,3,5,14.38,77.2,2.7,2,No,2023-01-10,1508023,1,Budget
26212,Mumbai,Plot,918,7,3,25,11.6,94.75,2.8,1,Yes,2022-03-28,1488091,1,Budget
26213,Chennai,Apartment,2939,5,5,5,16.92,10.43,2.6,2,Yes,2023-01-27,1399703,1,Budget
26214,Hyderabad,Villa,3756,7,1,31,14.34,13.68,9.0,0,No,2025-01-01,2094520,0,Budget
26215,Nashik,Villa,3293,6,4,10,7.58,52.64,6.2,3,No,2023-06-10,1887820,0,Budget
26216,Nashik,Independent House,4845,5,2,39,14.53,52.86,8.2,3,No,2022-02-27,2450535,0,Budget
26217,Chennai,Plot,4977,4,5,3,13.11,9.4,1.6,0,No,2024-11-13,2406738,0,Budget
26218,Delhi,Apartment,3782,2,2,19,16.8,22.66,5.2,0,Yes,2024-11-19,1091022,1,Budget
26219,Delhi,Plot,1803,1,2,26,14.32,67.32,8.0,0,Yes,2022-04-20,500000,1,Budget
26220,Mumbai,Apartment,4977,1,5,16,0.77,61.01,1.0,0,Yes,2024-02-10,1338898,1,Budget
26221,Mumbai,Plot,3043,1,1,36,11.84,58.03,4.0,0,Yes,2023-08-01,500000,1,Budget
26222,Hyderabad,Independent House,926,5,3,31,17.03,56.31,6.0,3,Yes,2025-09-12,1772151,1,Budget
26223,Delhi,Apartment,4162,6,5,0,13.03,83.53,9.9,0,Yes,2022-10-25,3355129,0,Budget
26224,Pune,Independent House,4156,5,4,23,12.87,73.47,2.3,2,Yes,2023-09-10,2434152,0,Budget
26225,Nashik,Plot,4293,5,4,11,10.64,45.02,10.0,3,No,2023-09-28,3762044,0,Budget
26226,Hyderabad,Apartment,4645,5,5,10,4.3,78.18,5.3,2,No,2025-08-04,3059892,0,Budget
26227,Ahmedabad,Apartment,1663,4,5,12,12.09,74.17,5.9,1,Yes,2025-04-19,2983020,0,Budget
26228,Mumbai,Plot,4687,6,2,32,17.48,16.65,6.8,1,Yes,2022-11-24,2498694,0,Budget
26229,Ahmedabad,Independent House,1227,4,3,13,14.05,77.37,2.8,3,No,2025-05-11,1398987,1,Budget
26230,Pune,Apartment,683,3,1,34,7.34,59.62,1.4,1,Yes,2024-03-25,500000,1,Budget
26231,Delhi,Apartment,4388,7,4,17,16.71,95.13,8.0,0,Yes,2022-04-29,2955703,0,Budget
26232,Bengaluru,Apartment,3802,7,3,10,15.18,12.99,3.0,0,No,2022-04-20,3425368,0,Budget
26233,Mumbai,Plot,4729,5,2,9,4.27,52.13,4.5,2,Yes,2023-05-09,2321341,0,Budget
26234,Hyderabad,Villa,732,3,3,17,18.92,79.02,8.5,1,Yes,2023-05-10,1197733,1,Budget
26235,Bengaluru,Plot,4538,5,1,15,17.26,69.26,2.2,1,No,2024-07-23,993285,1,Budget
26236,Pune,Independent House,1834,5,5,29,2.03,93.81,4.6,2,Yes,2025-10-21,2587289,0,Budget
26237,Ahmedabad,Villa,1190,1,5,6,1.99,40.51,7.2,2,Yes,2023-05-29,2146745,0,Budget
26238,Chennai,Apartment,2544,2,5,36,19.02,65.89,2.4,2,No,2023-06-16,1926059,0,Budget
26239,Nashik,Apartment,4868,6,2,9,3.55,90.13,6.1,0,No,2025-07-07,2804758,0,Budget
26240,Chennai,Villa,2682,3,1,37,19.4,54.79,6.6,1,No,2024-11-04,1250572,1,Budget
26241,Chennai,Apartment,3891,7,3,29,7.43,40.17,1.2,0,Yes,2022-09-21,1870648,1,Budget
26242,Chennai,Apartment,2544,7,4,7,0.81,36.39,2.2,0,No,2022-09-07,2983443,0,Budget
26243,Pune,Plot,3765,2,2,17,4.95,86.66,2.9,2,No,2024-09-13,935649,1,Budget
26244,Nashik,Plot,4486,6,1,1,13.43,84.57,3.9,0,Yes,2025-07-14,1368597,1,Budget
26245,Pune,Independent House,4255,2,4,25,17.81,82.07,9.8,1,No,2025-09-21,969975,1,Budget
26246,Chennai,Apartment,3386,6,5,35,10.64,6.54,8.6,0,No,2023-07-21,3606658,0,Budget
26247,Mumbai,Independent House,2699,6,1,34,18.51,32.1,2.4,1,Yes,2022-11-30,1209800,1,Budget
26248,Chennai,Independent House,4536,7,3,24,18.72,68.31,3.4,1,No,2024-04-24,2475536,0,Budget
26249,Mumbai,Villa,1723,3,2,14,7.91,47.7,7.8,0,No,2023-12-08,1808259,1,Budget
26250,Hyderabad,Villa,4496,4,1,24,5.86,76.07,9.6,3,Yes,2025-08-25,1885766,0,Budget
26251,Chennai,Apartment,2540,1,5,35,0.73,63.18,5.3,1,Yes,2022-07-09,2143031,0,Budget
26252,Bengaluru,Villa,680,4,2,1,10.08,48.1,8.5,2,No,2023-06-03,2548194,0,Budget
26253,Pune,Independent House,3989,3,4,35,12.31,43.54,3.6,1,No,2022-06-20,2567033,0,Budget
26254,Chennai,Plot,2905,4,5,9,1.32,13.22,3.7,0,Yes,2023-08-02,2986687,0,Budget
26255,Pune,Villa,4983,6,4,20,11.09,59.92,7.9,2,Yes,2025-02-17,2144313,0,Budget
26256,Ahmedabad,Independent House,1245,3,5,39,17.52,33.54,1.7,2,No,2024-02-23,1076770,1,Budget
26257,Chennai,Villa,806,4,3,6,18.82,99.68,2.2,1,No,2025-08-01,1145210,1,Budget
26258,Bengaluru,Apartment,1698,5,2,1,15.27,97.26,3.7,1,No,2023-10-19,675353,1,Budget
26259,Chennai,Villa,886,6,1,33,10.34,7.54,7.0,2,No,2024-01-07,3107378,0,Budget
26260,Delhi,Plot,1205,5,4,13,4.01,45.63,8.5,1,Yes,2025-11-27,2442081,0,Budget
26261,Hyderabad,Apartment,1826,3,4,23,9.79,46.02,7.4,0,No,2023-02-15,1091442,1,Budget
26262,Ahmedabad,Villa,3578,7,4,27,5.17,18.43,9.0,2,No,2025-07-31,2935525,0,Budget
26263,Pune,Plot,3856,2,3,25,9.25,13.59,3.1,1,Yes,2023-10-20,1731790,1,Budget
26264,Ahmedabad,Independent House,2677,6,3,1,1.57,34.37,4.7,1,Yes,2022-12-28,3637694,0,Budget
26265,Hyderabad,Villa,3676,1,3,31,13.36,51.17,9.6,3,No,2025-03-20,1384738,1,Budget
26266,Pune,Villa,1800,2,5,28,2.06,68.05,5.0,3,Yes,2023-07-09,1751251,1,Budget
26267,Pune,Independent House,2625,7,3,19,18.33,64.07,1.7,3,Yes,2022-10-14,1798402,1,Budget
26268,Delhi,Independent House,4593,4,2,6,11.81,29.4,1.7,3,Yes,2022-12-05,1520150,1,Budget
26269,Chennai,Villa,736,5,2,38,16.8,29.11,7.6,1,Yes,2025-05-01,1937120,0,Budget
26270,Mumbai,Plot,2624,6,5,0,11.47,82.79,2.8,1,Yes,2025-01-09,3361982,0,Budget
26271,Hyderabad,Independent House,1136,1,4,2,19.5,72.71,2.6,3,No,2022-08-21,503647,1,Budget
26272,Bengaluru,Independent House,3195,1,3,13,15.0,62.57,3.5,1,No,2023-10-07,500000,1,Budget
26273,Hyderabad,Plot,3563,5,3,8,5.91,77.33,3.7,2,No,2022-05-26,2138151,0,Budget
26274,Chennai,Villa,650,6,3,0,6.97,34.1,9.1,3,Yes,2024-08-12,4148003,0,Budget
26275,Delhi,Apartment,2663,7,4,34,10.8,18.72,9.2,1,Yes,2024-09-28,3437947,0,Budget
26276,Nashik,Villa,2879,5,2,29,14.98,92.33,7.6,2,Yes,2025-03-09,2158880,0,Budget
26277,Ahmedabad,Villa,4319,7,4,35,1.79,30.59,4.6,3,No,2022-08-26,2671458,0,Budget
26278,Nashik,Apartment,4188,1,2,29,9.98,23.21,4.6,0,Yes,2022-04-16,993093,1,Budget
26279,Delhi,Villa,937,5,4,16,8.81,18.08,7.5,1,No,2025-06-03,2905426,0,Budget
26280,Ahmedabad,Villa,3606,1,5,3,17.52,12.9,2.2,1,Yes,2022-01-12,1241979,1,Budget
26281,Chennai,Independent House,2499,5,4,25,12.81,62.22,9.4,1,No,2022-04-25,3043518,0,Budget
26282,Delhi,Plot,474,7,1,5,12.33,46.43,7.0,2,Yes,2022-06-12,3609548,0,Budget
26283,Mumbai,Villa,1251,4,4,24,15.55,9.33,2.9,0,No,2023-06-25,2408855,0,Budget
26284,Hyderabad,Apartment,3656,5,3,18,1.99,12.33,2.6,0,No,2022-11-14,1925991,0,Budget
26285,Chennai,Apartment,451,2,2,34,0.55,78.31,5.2,0,Yes,2025-01-20,1752603,1,Budget
26286,Ahmedabad,Independent House,2124,5,4,18,19.87,23.62,5.2,0,Yes,2023-02-08,2597679,0,Budget
26287,Hyderabad,Villa,1485,2,2,5,3.68,92.67,8.5,2,Yes,2024-12-18,1707038,1,Budget
26288,Nashik,Villa,3173,3,1,39,8.98,65.67,4.5,0,Yes,2023-03-15,500000,1,Budget
26289,Chennai,Villa,1382,2,1,9,10.35,47.41,8.1,2,Yes,2022-04-29,639649,1,Budget
26290,Bengaluru,Villa,2779,1,1,17,16.58,68.75,2.6,1,No,2022-07-11,500000,1,Budget
26291,Hyderabad,Apartment,2606,3,4,20,8.72,69.77,9.9,3,No,2024-07-03,2286979,0,Budget
26292,Pune,Apartment,4782,6,3,27,13.53,67.62,6.6,1,No,2023-04-14,3497757,0,Budget
26293,Ahmedabad,Independent House,1401,7,1,33,1.24,66.85,1.0,2,No,2023-11-19,1996584,0,Budget
26294,Pune,Villa,3462,5,3,10,1.36,40.88,7.2,2,No,2022-02-18,2806171,0,Budget
26295,Mumbai,Apartment,2760,2,3,23,9.24,89.99,4.2,3,Yes,2023-12-25,500000,1,Budget
26296,Ahmedabad,Villa,426,6,4,38,19.01,99.5,7.5,3,Yes,2022-07-27,1904594,0,Budget
26297,Chennai,Plot,4382,5,1,27,18.88,94.84,6.7,3,Yes,2025-04-10,1689381,1,Budget
26298,Ahmedabad,Plot,1901,4,1,26,12.02,64.91,3.4,0,Yes,2023-02-28,500000,1,Budget
26299,Mumbai,Apartment,3286,2,2,13,4.52,26.44,9.3,3,No,2023-07-30,1587823,1,Budget
26300,Ahmedabad,Plot,1789,6,4,22,14.63,83.23,2.9,2,Yes,2024-03-23,2073477,0,Budget
26301,Chennai,Plot,2785,6,3,18,4.03,4.61,3.0,3,Yes,2025-09-27,3267660,0,Budget
26302,Nashik,Apartment,4903,5,1,39,12.4,74.47,5.0,2,No,2024-10-04,1020403,1,Budget
26303,Bengaluru,Independent House,4463,6,4,0,6.63,36.47,4.2,0,Yes,2022-05-05,3578742,0,Budget
26304,Bengaluru,Plot,1499,1,2,29,4.01,52.69,4.7,3,Yes,2023-05-25,857353,1,Budget
26305,Delhi,Villa,4570,2,2,4,3.25,98.74,1.1,2,No,2024-08-18,1096457,1,Budget
26306,Mumbai,Plot,4754,1,3,35,4.22,67.91,6.3,1,Yes,2025-06-08,500000,1,Budget
26307,Chennai,Independent House,4852,2,3,11,9.99,16.51,5.5,3,No,2025-07-27,1986786,0,Budget
26308,Hyderabad,Independent House,1938,2,1,11,0.84,22.81,8.5,1,No,2024-07-14,2240068,0,Budget
26309,Pune,Independent House,3887,6,1,37,4.43,37.93,3.4,1,Yes,2023-09-30,2421751,0,Budget
26310,Hyderabad,Independent House,3525,3,2,12,17.22,21.19,4.0,0,No,2023-04-03,1249237,1,Budget
26311,Pune,Independent House,1845,5,1,1,12.63,46.18,9.4,2,No,2025-02-27,2226131,0,Budget
26312,Nashik,Plot,3911,7,4,6,17.67,31.36,6.7,2,Yes,2023-05-08,4016805,0,Budget
26313,Pune,Plot,1976,6,3,4,13.68,2.36,7.9,0,No,2022-10-16,3480134,0,Budget
26314,Hyderabad,Plot,4043,5,2,6,15.17,46.5,9.6,1,Yes,2025-01-30,3454961,0,Budget
26315,Ahmedabad,Plot,1354,3,1,27,11.39,92.65,4.7,1,No,2024-11-20,1277669,1,Budget
26316,Hyderabad,Independent House,4953,4,4,17,8.69,63.84,6.1,3,Yes,2023-02-07,2207303,0,Budget
26317,Bengaluru,Independent House,582,6,1,21,8.23,15.23,9.5,2,Yes,2025-08-09,2780688,0,Budget
26318,Chennai,Villa,2706,6,5,17,16.72,73.5,7.5,3,No,2022-03-06,2537583,0,Budget
26319,Bengaluru,Plot,4479,6,3,32,13.02,27.93,7.0,3,No,2025-01-13,2656276,0,Budget
26320,Mumbai,Independent House,669,3,2,22,8.51,7.63,3.8,1,No,2023-11-12,544599,1,Budget
26321,Ahmedabad,Villa,1020,5,2,28,12.14,94.31,9.4,2,No,2025-09-28,1983945,0,Budget
26322,Hyderabad,Villa,2798,6,2,1,16.08,85.74,6.8,0,Yes,2025-02-01,2221577,0,Budget
26323,Ahmedabad,Apartment,2162,4,2,10,13.53,30.23,5.7,1,No,2024-12-08,1623371,1,Budget
26324,Ahmedabad,Plot,2949,5,4,28,6.24,77.21,8.2,3,No,2023-07-25,2469590,0,Budget
26325,Chennai,Independent House,1237,4,5,22,13.74,81.52,6.8,1,No,2023-03-12,1662125,1,Budget
26326,Nashik,Plot,3965,2,3,37,10.87,41.41,5.5,2,Yes,2024-05-28,746011,1,Budget
26327,Pune,Villa,2180,1,3,4,16.67,55.57,4.1,1,Yes,2025-11-17,526134,1,Budget
26328,Mumbai,Plot,579,6,1,33,18.25,96.07,3.5,3,Yes,2025-04-22,1443676,1,Budget
26329,Delhi,Apartment,1957,7,1,11,18.45,90.99,9.5,3,Yes,2023-04-06,2860163,0,Budget
26330,Ahmedabad,Apartment,4753,6,2,9,17.82,68.15,4.9,0,Yes,2025-03-04,1638381,1,Budget
26331,Delhi,Independent House,2695,3,1,3,4.34,79.51,5.5,3,No,2025-09-01,2639138,0,Budget
26332,Chennai,Independent House,1876,6,1,30,3.34,79.3,9.7,2,No,2022-03-26,2161822,0,Budget
26333,Pune,Independent House,864,4,2,11,3.16,32.44,9.3,3,No,2022-07-12,2029167,0,Budget
26334,Pune,Independent House,1498,5,2,6,12.23,12.1,3.4,2,No,2023-01-21,2314449,0,Budget
26335,Chennai,Plot,501,6,1,11,0.88,62.96,3.5,3,No,2024-06-07,2826760,0,Budget
26336,Pune,Plot,910,2,3,34,6.7,55.92,8.2,0,Yes,2022-12-13,815606,1,Budget
26337,Bengaluru,Villa,4030,4,3,23,17.98,43.03,2.9,1,Yes,2025-08-05,527079,1,Budget
26338,Pune,Villa,1971,5,1,9,6.59,3.3,2.9,1,Yes,2023-12-01,1824531,1,Budget
26339,Delhi,Independent House,2570,2,4,18,5.66,30.71,1.5,1,No,2024-07-02,1579264,1,Budget
26340,Pune,Plot,4925,5,5,39,5.66,19.33,3.7,2,No,2023-10-08,2466889,0,Budget
26341,Hyderabad,Independent House,1544,3,3,36,12.9,42.65,9.6,3,No,2023-04-11,2193320,0,Budget
26342,Chennai,Villa,861,6,1,6,19.69,97.02,10.0,1,No,2025-03-11,1593599,1,Budget
26343,Nashik,Plot,4138,5,2,7,1.76,24.39,8.8,3,No,2024-10-05,3662437,0,Budget
26344,Delhi,Independent House,3036,1,5,5,7.33,5.51,8.4,3,No,2022-07-17,2641924,0,Budget
26345,Nashik,Apartment,3328,3,3,37,2.19,4.77,1.5,3,No,2024-02-28,588230,1,Budget
26346,Delhi,Villa,598,7,4,28,18.19,33.03,8.3,3,No,2024-02-15,2362454,0,Budget
26347,Ahmedabad,Apartment,3841,2,5,38,0.71,2.12,6.5,2,No,2025-01-14,1884987,0,Budget
26348,Mumbai,Apartment,420,1,1,22,2.96,31.2,6.9,1,No,2023-04-27,1145627,1,Budget
26349,Hyderabad,Plot,559,2,4,26,11.78,57.71,1.0,0,No,2024-03-15,676396,1,Budget
26350,Delhi,Apartment,2769,6,4,17,12.88,54.67,1.7,3,No,2024-02-06,2533615,0,Budget
26351,Ahmedabad,Apartment,699,7,5,27,11.66,42.42,2.5,0,Yes,2023-11-27,2425520,0,Budget
26352,Hyderabad,Independent House,3944,1,3,16,15.72,33.5,3.5,2,Yes,2024-02-05,1767074,1,Budget
26353,Delhi,Plot,3152,3,2,9,13.83,96.97,2.9,2,Yes,2023-04-06,961496,1,Budget
26354,Nashik,Independent House,2906,4,1,30,3.74,5.11,6.4,0,No,2024-01-13,1037385,1,Budget
26355,Nashik,Independent House,1759,5,2,4,8.27,46.13,8.4,0,Yes,2024-04-14,3028981,0,Budget
26356,Chennai,Independent House,3174,6,1,18,0.6,75.12,4.4,0,No,2025-09-16,2348071,0,Budget
26357,Delhi,Plot,3114,5,4,29,15.21,41.92,2.9,3,No,2023-12-01,3027320,0,Budget
26358,Delhi,Villa,2463,7,4,14,14.75,45.36,8.1,2,Yes,2022-04-17,3107591,0,Budget
26359,Bengaluru,Plot,2749,3,1,31,16.96,29.75,4.7,3,No,2023-08-30,1580536,1,Budget
26360,Hyderabad,Independent House,1904,5,4,21,0.74,28.25,5.5,2,No,2025-10-10,2815521,0,Budget
26361,Hyderabad,Villa,1782,1,5,30,4.82,28.5,6.4,0,Yes,2023-10-25,859863,1,Budget
26362,Hyderabad,Apartment,2135,5,5,6,16.81,77.38,8.3,2,No,2024-03-14,2962351,0,Budget
26363,Hyderabad,Villa,4048,5,2,38,2.97,78.72,5.9,3,Yes,2023-07-25,2552315,0,Budget
26364,Mumbai,Plot,2466,6,3,23,15.71,55.33,5.9,2,No,2024-04-29,2645854,0,Budget
26365,Mumbai,Independent House,3049,6,3,15,18.21,60.41,5.4,2,No,2022-02-12,2544746,0,Budget
26366,Ahmedabad,Apartment,1972,6,2,26,17.52,28.34,9.8,2,Yes,2022-09-03,2759656,0,Budget
26367,Pune,Apartment,1862,2,2,22,17.27,56.54,4.0,0,Yes,2025-09-01,524577,1,Budget
26368,Delhi,Independent House,4626,7,5,34,5.64,8.5,8.9,2,Yes,2022-10-05,3434375,0,Budget
26369,Delhi,Apartment,2535,1,1,12,11.35,48.74,3.2,2,No,2025-05-09,1330999,1,Budget
26370,Delhi,Apartment,4837,1,5,34,9.98,68.09,5.3,3,Yes,2024-06-07,972076,1,Budget
26371,Delhi,Apartment,4534,6,3,24,0.38,47.18,8.1,1,No,2025-11-27,3436994,0,Budget
26372,Hyderabad,Plot,4145,3,3,33,1.2,92.15,4.7,3,Yes,2022-02-09,1048622,1,Budget
26373,Hyderabad,Villa,1344,7,2,22,18.95,86.2,3.9,1,No,2024-03-15,1913629,0,Budget
26374,Mumbai,Plot,3776,3,5,35,3.79,77.84,6.4,1,No,2022-07-08,2180699,0,Budget
26375,Nashik,Apartment,793,1,2,4,18.58,29.17,3.3,0,Yes,2022-01-30,500000,1,Budget
26376,Bengaluru,Plot,751,1,5,37,15.48,70.08,4.5,2,Yes,2025-02-15,500000,1,Budget
26377,Hyderabad,Apartment,1383,6,4,14,7.35,68.19,4.6,0,Yes,2022-06-16,1294765,1,Budget
26378,Hyderabad,Plot,4306,3,5,3,3.93,55.05,7.6,1,Yes,2023-07-07,1880666,0,Budget
26379,Chennai,Villa,3931,7,4,14,6.8,79.19,8.8,0,No,2024-04-13,4212437,0,Budget
26380,Hyderabad,Independent House,438,2,5,3,19.68,23.75,3.2,2,Yes,2024-05-11,1337419,1,Budget
26381,Nashik,Villa,3385,5,1,3,4.78,26.65,6.9,3,Yes,2022-08-05,2340320,0,Budget
26382,Nashik,Plot,1523,1,3,26,17.57,95.61,9.3,2,No,2023-09-11,1155331,1,Budget
